metric,condition,conditional_probability
Triglycerides,Obstructive sleep apnea syndrome (disorder),0.0009294256149699486
Triglycerides,Concussion with no loss of consciousness,0.0008674639073052853
Triglycerides,Recurrent urinary tract infection (disorder),0.0008674639073052853
Triglycerides,Sepsis (disorder),0.0008055021996406221
Triglycerides,Sinusitis (disorder),0.0008055021996406221
Triglycerides,Fracture of ankle,0.0008055021996406221
Triglycerides,Burn injury (morphologic abnormality),0.0007435404919759589
Triglycerides,Dependent drug abuse (disorder),0.0007435404919759589
Triglycerides,Osteoarthritis of hip,0.0007435404919759589
Triglycerides,Sleep apnea (disorder),0.0007435404919759589
Triglycerides,Fracture of forearm,0.0007435404919759589
Triglycerides,Neoplasm of prostate,0.0006815787843112957
Triglycerides,Injury of neck (disorder),0.0006815787843112957
Triglycerides,Whiplash injury to neck,0.0006815787843112957
Triglycerides,Chronic congestive heart failure (disorder),0.0006815787843112957
Triglycerides,Cough (finding),0.0006815787843112957
Triglycerides,Only received primary school education (finding),0.0006815787843112957
Triglycerides,Suspected prostate cancer (situation),0.0006815787843112957
Triglycerides,Sprain of wrist,0.0006815787843112957
Triglycerides,Carcinoma in situ of prostate (disorder),0.0006196170766466323
Triglycerides,Chronic intractable migraine without aura,0.0006196170766466323
Triglycerides,Impacted molars,0.0006196170766466323
Triglycerides,Nonproliferative diabetic retinopathy due to type 2 diabetes mellitus (disorder),0.0006196170766466323
Triglycerides,Chronic pain,0.0006196170766466323
Triglycerides,Atrial fibrillation (disorder),0.0005576553689819691
Triglycerides,Fatigue (finding),0.0005576553689819691
Triglycerides,History of aortic valve replacement (situation),0.0005576553689819691
Triglycerides,Loss of taste (finding),0.0004956936613173059
Triglycerides,Laceration of foot,0.0004956936613173059
Triglycerides,Miscarriage in first trimester,0.0004956936613173059
Triglycerides,Fibromyalgia (disorder),0.0004956936613173059
Triglycerides,Resorption of alveolar process due to dental trauma (disorder),0.0004956936613173059
Triglycerides,Recurrent rectal polyp,0.0004956936613173059
Triglycerides,Chronic obstructive bronchitis (disorder),0.0004956936613173059
Triglycerides,Pathological fracture due to osteoporosis (disorder),0.00043373195365264267
Triglycerides,Second degree burn,0.00043373195365264267
Triglycerides,Laceration of forearm,0.00043373195365264267
Triglycerides,Fracture subluxation of wrist,0.00043373195365264267
Triglycerides,Aortic valve regurgitation (disorder),0.00043373195365264267
Triglycerides,Sputum finding (finding),0.00043373195365264267
Triglycerides,Malignant neoplasm of breast (disorder),0.00037177024598797944
Triglycerides,Epilepsy,0.00037177024598797944
Triglycerides,Facial laceration,0.00037177024598797944
Triglycerides,Seizure disorder,0.00037177024598797944
Triglycerides,History of single seizure (situation),0.00037177024598797944
Triglycerides,Infectious mediastinitis (disorder),0.00037177024598797944
Triglycerides,Brain damage - traumatic,0.00037177024598797944
Triglycerides,Localized  primary osteoarthritis of the hand,0.00037177024598797944
Triglycerides,Laceration of thigh,0.00037177024598797944
Triglycerides,Smokes tobacco daily,0.00030980853832331617
Triglycerides,Multiple myeloma (disorder),0.00030980853832331617
Triglycerides,Laceration of hand,0.00030980853832331617
Triglycerides,Torus palatinus (disorder),0.00030980853832331617
Triglycerides,Injury of knee (disorder),0.00030980853832331617
Triglycerides,Awaiting transplantation of bone marrow (situation),0.00024784683065865294
Triglycerides,Familial Alzheimer's disease of early onset (disorder),0.00024784683065865294
Triglycerides,Alcoholism,0.00024784683065865294
Triglycerides,Cholelithiasis,0.00024784683065865294
Triglycerides,Complete miscarriage (disorder),0.00024784683065865294
Triglycerides,Stroke,0.00024784683065865294
Triglycerides,Acute Cholecystitis,0.00024784683065865294
Triglycerides,Fracture of rib,0.00024784683065865294
Triglycerides,Aortic valve stenosis (disorder),0.00024784683065865294
Triglycerides,History of peripheral stem cell transplant (situation),0.00024784683065865294
Triglycerides,Mitral valve regurgitation (disorder),0.00024784683065865294
Triglycerides,Proliferative diabetic retinopathy due to type II diabetes mellitus (disorder),0.00024784683065865294
Triglycerides,Body mass index 40+ - severely obese (finding),0.00024784683065865294
Triglycerides,Otitis media,0.00024784683065865294
Triglycerides,Malignant tumor of colon,0.00018588512299398972
Triglycerides,Blighted ovum,0.00018588512299398972
Triglycerides,Joint pain (finding),0.00018588512299398972
Triglycerides,Muscle pain (finding),0.00018588512299398972
Triglycerides,Major depression disorder,0.00018588512299398972
Triglycerides,History of autologous bone marrow transplant (situation),0.00018588512299398972
Triglycerides,Epidermal burn of skin (disorder),0.00018588512299398972
Triglycerides,Metastasis from malignant tumor of prostate (disorder),0.00018588512299398972
Triglycerides,Homeless (finding),0.00018588512299398972
Triglycerides,Sore throat symptom (finding),0.00018588512299398972
Triglycerides,Pneumonia (disorder),0.00018588512299398972
Triglycerides,Pneumonia,0.00018588512299398972
Triglycerides,Fracture of clavicle,0.00012392341532932647
Triglycerides,Excessive salivation (disorder),0.00012392341532932647
Triglycerides,Cerebral palsy (disorder),0.00012392341532932647
Triglycerides,Appendicitis,0.00012392341532932647
Triglycerides,Third degree burn,0.00012392341532932647
Triglycerides,Died in hospice (finding),0.00012392341532932647
Triglycerides,Septic shock (disorder),0.00012392341532932647
Triglycerides,Chill (finding),0.00012392341532932647
Triglycerides,Injury of anterior cruciate ligament,0.00012392341532932647
Triglycerides,Idiopathic atrophic hypothyroidism,0.00012392341532932647
Triglycerides,Injury of tendon of the rotator cuff of shoulder,0.00012392341532932647
Triglycerides,Primary malignant neoplasm of colon,0.00012392341532932647
Triglycerides,Nasal congestion (finding),0.00012392341532932647
Triglycerides,Macular edema and retinopathy due to type 2 diabetes mellitus (disorder),0.00012392341532932647
Triglycerides,Leukemia  disease (disorder),0.00012392341532932647
Triglycerides,Pulmonary emphysema (disorder),0.00012392341532932647
Triglycerides,Concussion with loss of consciousness,0.00012392341532932647
Triglycerides,Respiratory distress (finding),0.00012392341532932647
Triglycerides,Hypoxemia (disorder),0.00012392341532932647
Triglycerides,Dribbling from mouth (finding),0.00012392341532932647
Triglycerides,Gastroesophageal reflux disease (disorder),0.00012392341532932647
Triglycerides,Intellectual disability (disorder),0.00012392341532932647
Triglycerides,Closed fracture of hip,0.00012392341532932647
Triglycerides,Miscarriage in second trimester,6.196170766466324e-05
Triglycerides,Fetus with chromosomal abnormality,6.196170766466324e-05
Triglycerides,Chronic paralysis due to lesion of spinal cord,6.196170766466324e-05
Triglycerides,Protracted diarrhea,6.196170766466324e-05
Triglycerides,Secondary malignant neoplasm of colon,6.196170766466324e-05
Triglycerides,Bleeding from anus,6.196170766466324e-05
Triglycerides,Non-small cell carcinoma of lung  TNM stage 1 (disorder),6.196170766466324e-05
Triglycerides,Injury of medial collateral ligament of knee,6.196170766466324e-05
Triglycerides,Opioid abuse (disorder),6.196170766466324e-05
Triglycerides,Rupture of patellar tendon,6.196170766466324e-05
Triglycerides,Tear of meniscus of knee,6.196170766466324e-05
Triglycerides,Preinfarction syndrome (disorder),6.196170766466324e-05
Triglycerides,Tubal pregnancy,6.196170766466324e-05
Triglycerides,Fracture of mandible (disorder),6.196170766466324e-05
Triglycerides,History of aortic valve repair (situation),6.196170766466324e-05
Triglycerides,Acute respiratory distress syndrome (disorder),6.196170766466324e-05
Triglycerides,Suspected lung cancer (situation),6.196170766466324e-05
Triglycerides,Non-small cell lung cancer (disorder),6.196170766466324e-05
Triglycerides,Acute respiratory failure (disorder),6.196170766466324e-05
Triglycerides,Gunshot wound (disorder),6.196170766466324e-05
Triglycerides,Sterilization requested (situation),6.196170766466324e-05
Triglycerides,Dyspnea (finding),6.196170766466324e-05
Triglycerides,Wheezing (finding),6.196170766466324e-05
Triglycerides,Acute deep venous thrombosis (disorder),6.196170766466324e-05
Triglycerides,Passive conjunctival congestion (finding),6.196170766466324e-05
Triglycerides,Rheumatoid arthritis,6.196170766466324e-05
Triglycerides,History of artificial joint (situation),6.196170766466324e-05
Triglycerides,Bullet wound,6.196170766466324e-05
Triglycerides,Dystonia (disorder),6.196170766466324e-05
Triglycerides,Transformed migraine (disorder),6.196170766466324e-05
Triglycerides,Antepartum eclampsia,6.196170766466324e-05
Triglycerides,Spasticity (finding),6.196170766466324e-05
Triglycerides,Retention of urine (disorder),6.196170766466324e-05
Triglycerides,Tongue tie (disorder),6.196170766466324e-05
Triglycerides,Pain (finding),6.196170766466324e-05
Triglycerides,Epilepsy (disorder),6.196170766466324e-05
Triglycerides,Unable to swallow saliva (finding),6.196170766466324e-05
Triglycerides,Pulmonic valve stenosis (disorder),6.196170766466324e-05
Triglycerides,Gout,6.196170766466324e-05
Body mass index (BMI) [Ratio],Medication review due (situation),0.1792821444797819
Body mass index (BMI) [Ratio],Gingivitis (disorder),0.08050885960926851
Body mass index (BMI) [Ratio],Stress (finding),0.08005452067242162
Body mass index (BMI) [Ratio],Full-time employment (finding),0.07505679236710586
Body mass index (BMI) [Ratio],Part-time employment (finding),0.0469786460699682
Body mass index (BMI) [Ratio],Social isolation (finding),0.029532030895047707
Body mass index (BMI) [Ratio],Limited social contact (finding),0.027987278509768287
Body mass index (BMI) [Ratio],Viral sinusitis (disorder),0.02744207178555202
Body mass index (BMI) [Ratio],Not in labor force (finding),0.02562471603816447
Body mass index (BMI) [Ratio],Gingival disease (disorder),0.022444343480236256
Body mass index (BMI) [Ratio],Body mass index 30+ - obesity (finding),0.01935483870967742
Body mass index (BMI) [Ratio],Victim of intimate partner abuse (finding),0.017719218537028625
Body mass index (BMI) [Ratio],Primary dental caries (disorder),0.01753748296228987
Body mass index (BMI) [Ratio],Received higher education (finding),0.01708314402544298
Body mass index (BMI) [Ratio],Reports of violence in the environment (finding),0.01626533393911858
Body mass index (BMI) [Ratio],Normal pregnancy,0.015538391640163561
Body mass index (BMI) [Ratio],Unemployed (finding),0.013993639254884144
Body mass index (BMI) [Ratio],Acute viral pharyngitis (disorder),0.012358019082235348
Body mass index (BMI) [Ratio],Acute bronchitis (disorder),0.011085870059064062
Body mass index (BMI) [Ratio],Essential hypertension (disorder),0.010449795547478418
Body mass index (BMI) [Ratio],Prediabetes,0.009995456610631531
Body mass index (BMI) [Ratio],Anemia (disorder),0.008723307587460245
Body mass index (BMI) [Ratio],Risk activity involvement (finding),0.007178555202180827
Body mass index (BMI) [Ratio],Chronic pain (finding),0.005906406179009541
Body mass index (BMI) [Ratio],Has a criminal record (finding),0.005906406179009541
Body mass index (BMI) [Ratio],Housing unsatisfactory (finding),0.005724670604270786
Body mass index (BMI) [Ratio],Metabolic syndrome X (disorder),0.005633802816901409
Body mass index (BMI) [Ratio],Infection of tooth (disorder),0.005542935029532031
Body mass index (BMI) [Ratio],Lack of access to transportation (finding),0.005542935029532031
Body mass index (BMI) [Ratio],Past pregnancy history of miscarriage (situation),0.005542935029532031
Body mass index (BMI) [Ratio],Transport problem (finding),0.005361199454793276
Body mass index (BMI) [Ratio],Chronic sinusitis (disorder),0.005179463880054521
Body mass index (BMI) [Ratio],Chronic low back pain (finding),0.005179463880054521
Body mass index (BMI) [Ratio],Severe anxiety (panic) (finding),0.004906860517946388
Body mass index (BMI) [Ratio],Chronic kidney disease stage 1 (disorder),0.004270786006360745
Body mass index (BMI) [Ratio],Unhealthy alcohol drinking behavior (finding),0.004270786006360745
Body mass index (BMI) [Ratio],Acute infective cystitis (disorder),0.004270786006360745
Body mass index (BMI) [Ratio],Disorder of kidney due to diabetes mellitus (disorder),0.004179918218991368
Body mass index (BMI) [Ratio],Chronic neck pain (finding),0.004179918218991368
Body mass index (BMI) [Ratio],Fractured dental filling (finding),0.0039981826442526125
Body mass index (BMI) [Ratio],Leaking dental filling (finding),0.003907314856883235
Body mass index (BMI) [Ratio],Misuses drugs (finding),0.003907314856883235
Body mass index (BMI) [Ratio],Received certificate of high school equivalency (finding),0.003634711494775102
Body mass index (BMI) [Ratio],Microalbuminuria due to type 2 diabetes mellitus (disorder),0.003452975920036347
Body mass index (BMI) [Ratio],Chronic kidney disease stage 2 (disorder),0.0031803725579282144
Body mass index (BMI) [Ratio],Loss of teeth (disorder),0.0031803725579282144
Body mass index (BMI) [Ratio],Loose dental filling (finding),0.003089504770558837
Body mass index (BMI) [Ratio],Ischemic heart disease (disorder),0.003089504770558837
Body mass index (BMI) [Ratio],Abnormal findings diagnostic imaging heart+coronary circulat (finding),0.003089504770558837
Body mass index (BMI) [Ratio],Dental filling lost (finding),0.0029077691958200817
Body mass index (BMI) [Ratio],History of tubal ligation (situation),0.0028169014084507044
Body mass index (BMI) [Ratio],Laceration - injury (disorder),0.0028169014084507044
Body mass index (BMI) [Ratio],Fracture of bone (disorder),0.002635165833711949
Body mass index (BMI) [Ratio],Hyperlipidemia,0.002635165833711949
Body mass index (BMI) [Ratio],Sprain (morphologic abnormality),0.002635165833711949
Body mass index (BMI) [Ratio],Streptococcal sore throat (disorder),0.0025442980463425717
Body mass index (BMI) [Ratio],Proteinuria due to type 2 diabetes mellitus (disorder),0.002453430258973194
Body mass index (BMI) [Ratio],Refugee (person),0.0023625624716038162
Body mass index (BMI) [Ratio],Drug overdose,0.002271694684234439
Body mass index (BMI) [Ratio],Chronic kidney disease stage 3 (disorder),0.0021808268968650612
Body mass index (BMI) [Ratio],Acute bacterial sinusitis (disorder),0.0019082235347569287
Body mass index (BMI) [Ratio],Suspected COVID-19,0.0019082235347569287
Body mass index (BMI) [Ratio],Only received primary school education (finding),0.0019082235347569287
Body mass index (BMI) [Ratio],COVID-19,0.0019082235347569287
Body mass index (BMI) [Ratio],Fever (finding),0.001817355747387551
Body mass index (BMI) [Ratio],Sprain of ankle,0.0017264879600181735
Body mass index (BMI) [Ratio],Miscarriage in first trimester,0.0017264879600181735
Body mass index (BMI) [Ratio],Otitis media,0.001635620172648796
Body mass index (BMI) [Ratio],Recurrent urinary tract infection (disorder),0.001635620172648796
Body mass index (BMI) [Ratio],Sinusitis (disorder),0.0014538845979100408
Body mass index (BMI) [Ratio],Body mass index 40+ - severely obese (finding),0.0014538845979100408
Body mass index (BMI) [Ratio],Complete miscarriage (disorder),0.0013630168105406633
Body mass index (BMI) [Ratio],Cough (finding),0.0013630168105406633
Body mass index (BMI) [Ratio],Fatigue (finding),0.0013630168105406633
Body mass index (BMI) [Ratio],History of renal transplant (situation),0.0013630168105406633
Body mass index (BMI) [Ratio],Polyp of colon,0.0012721490231712858
Body mass index (BMI) [Ratio],Awaiting transplantation of kidney (situation),0.0012721490231712858
Body mass index (BMI) [Ratio],Chronic kidney disease stage 4 (disorder),0.0012721490231712858
Body mass index (BMI) [Ratio],History of appendectomy,0.0012721490231712858
Body mass index (BMI) [Ratio],Loss of taste (finding),0.0011812812358019081
Body mass index (BMI) [Ratio],Osteoarthritis of knee,0.0011812812358019081
Body mass index (BMI) [Ratio],Diabetes mellitus type 2 (disorder),0.0011812812358019081
Body mass index (BMI) [Ratio],Antepartum eclampsia,0.0011812812358019081
Body mass index (BMI) [Ratio],Injury of neck (disorder),0.0010904134484325306
Body mass index (BMI) [Ratio],Hypertriglyceridemia (disorder),0.0010904134484325306
Body mass index (BMI) [Ratio],Whiplash injury to neck,0.0010904134484325306
Body mass index (BMI) [Ratio],Chronic pain,0.0009995456610631531
Body mass index (BMI) [Ratio],Burn injury (morphologic abnormality),0.0009995456610631531
Body mass index (BMI) [Ratio],Chronic intractable migraine without aura,0.0009086778736937755
Body mass index (BMI) [Ratio],Sprain of wrist,0.0009086778736937755
Body mass index (BMI) [Ratio],Dependent drug abuse (disorder),0.0009086778736937755
Body mass index (BMI) [Ratio],Concussion injury of brain (disorder),0.0009086778736937755
Body mass index (BMI) [Ratio],Sterilization requested (situation),0.000817810086324398
Body mass index (BMI) [Ratio],Concussion with no loss of consciousness,0.000817810086324398
Body mass index (BMI) [Ratio],Hyperglycemia (disorder),0.000817810086324398
Body mass index (BMI) [Ratio],Sleep disorder (disorder),0.000817810086324398
Body mass index (BMI) [Ratio],Obstructive sleep apnea syndrome (disorder),0.000817810086324398
Body mass index (BMI) [Ratio],Sepsis (disorder),0.000817810086324398
Body mass index (BMI) [Ratio],Osteoarthritis of hip,0.000817810086324398
Body mass index (BMI) [Ratio],Impacted molars,0.000817810086324398
Body mass index (BMI) [Ratio],Osteoporosis (disorder),0.0007269422989550204
Body mass index (BMI) [Ratio],Facial laceration,0.0007269422989550204
Body mass index (BMI) [Ratio],History of single seizure (situation),0.0007269422989550204
Body mass index (BMI) [Ratio],Seizure disorder,0.0007269422989550204
Body mass index (BMI) [Ratio],Chronic obstructive bronchitis (disorder),0.0006360745115856429
Body mass index (BMI) [Ratio],Fracture subluxation of wrist,0.0006360745115856429
Body mass index (BMI) [Ratio],Served in armed forces (finding),0.0006360745115856429
Body mass index (BMI) [Ratio],Fracture of clavicle,0.0006360745115856429
Body mass index (BMI) [Ratio],Chronic congestive heart failure (disorder),0.0006360745115856429
Body mass index (BMI) [Ratio],Fracture of forearm,0.0006360745115856429
Body mass index (BMI) [Ratio],Child attention deficit disorder,0.0006360745115856429
Body mass index (BMI) [Ratio],Preeclampsia,0.0006360745115856429
Body mass index (BMI) [Ratio],History of coronary artery bypass grafting (situation),0.0006360745115856429
Body mass index (BMI) [Ratio],Laceration of hand,0.0006360745115856429
Body mass index (BMI) [Ratio],Laceration of thigh,0.0005452067242162653
Body mass index (BMI) [Ratio],Alveolitis of jaw (disorder),0.0005452067242162653
Body mass index (BMI) [Ratio],Torus palatinus (disorder),0.0005452067242162653
Body mass index (BMI) [Ratio],Laceration of foot,0.0005452067242162653
Body mass index (BMI) [Ratio],End-stage renal disease (disorder),0.0005452067242162653
Body mass index (BMI) [Ratio],Epidermal burn of skin (disorder),0.0005452067242162653
Body mass index (BMI) [Ratio],Resorption of alveolar process due to dental trauma (disorder),0.0005452067242162653
Body mass index (BMI) [Ratio],Fracture of ankle,0.00045433893684688776
Body mass index (BMI) [Ratio],Joint pain (finding),0.00045433893684688776
Body mass index (BMI) [Ratio],History of myocardial infarction (situation),0.00045433893684688776
Body mass index (BMI) [Ratio],Epilepsy,0.00045433893684688776
Body mass index (BMI) [Ratio],Muscle pain (finding),0.00045433893684688776
Body mass index (BMI) [Ratio],Pneumonia (disorder),0.0003634711494775102
Body mass index (BMI) [Ratio],Respiratory distress (finding),0.0003634711494775102
Body mass index (BMI) [Ratio],Hypoxemia (disorder),0.0003634711494775102
Body mass index (BMI) [Ratio],Homeless (finding),0.0003634711494775102
Body mass index (BMI) [Ratio],Perennial allergic rhinitis,0.0003634711494775102
Body mass index (BMI) [Ratio],Localized  primary osteoarthritis of the hand,0.0003634711494775102
Body mass index (BMI) [Ratio],Smokes tobacco daily,0.0003634711494775102
Body mass index (BMI) [Ratio],Familial Alzheimer's disease of early onset (disorder),0.0003634711494775102
Body mass index (BMI) [Ratio],Atopic dermatitis,0.0003634711494775102
Body mass index (BMI) [Ratio],Laceration of forearm,0.0003634711494775102
Body mass index (BMI) [Ratio],Recurrent rectal polyp,0.0003634711494775102
Body mass index (BMI) [Ratio],Second degree burn,0.0003634711494775102
Body mass index (BMI) [Ratio],Fibromyalgia (disorder),0.0003634711494775102
Body mass index (BMI) [Ratio],Acute non-ST segment elevation myocardial infarction (disorder),0.0003634711494775102
Body mass index (BMI) [Ratio],Wheezing (finding),0.00027260336210813266
Body mass index (BMI) [Ratio],Primary fibromyalgia syndrome,0.00027260336210813266
Body mass index (BMI) [Ratio],Retinopathy due to type 2 diabetes mellitus (disorder),0.00027260336210813266
Body mass index (BMI) [Ratio],Dyspnea (finding),0.00027260336210813266
Body mass index (BMI) [Ratio],Blighted ovum,0.00027260336210813266
Body mass index (BMI) [Ratio],Childhood asthma,0.00027260336210813266
Body mass index (BMI) [Ratio],Neuropathy due to type 2 diabetes mellitus (disorder),0.00027260336210813266
Body mass index (BMI) [Ratio],Appendicitis,0.00027260336210813266
Body mass index (BMI) [Ratio],Brain damage - traumatic,0.00027260336210813266
Body mass index (BMI) [Ratio],Malignant neoplasm of breast (disorder),0.00027260336210813266
Body mass index (BMI) [Ratio],Pulmonary emphysema (disorder),0.00027260336210813266
Body mass index (BMI) [Ratio],Protracted diarrhea,0.00027260336210813266
Body mass index (BMI) [Ratio],Perennial allergic rhinitis with seasonal variation,0.00027260336210813266
Body mass index (BMI) [Ratio],Chill (finding),0.00027260336210813266
Body mass index (BMI) [Ratio],Headache (finding),0.00027260336210813266
Body mass index (BMI) [Ratio],Aortic valve regurgitation (disorder),0.00027260336210813266
Body mass index (BMI) [Ratio],Alzheimer's disease (disorder),0.00027260336210813266
Body mass index (BMI) [Ratio],Sputum finding (finding),0.00027260336210813266
Body mass index (BMI) [Ratio],Bleeding from anus,0.00027260336210813266
Body mass index (BMI) [Ratio],Nonproliferative diabetic retinopathy due to type 2 diabetes mellitus (disorder),0.0001817355747387551
Body mass index (BMI) [Ratio],Acute deep venous thrombosis (disorder),0.0001817355747387551
Body mass index (BMI) [Ratio],Acute respiratory failure (disorder),0.0001817355747387551
Body mass index (BMI) [Ratio],Died in hospice (finding),0.0001817355747387551
Body mass index (BMI) [Ratio],Injury of knee (disorder),0.0001817355747387551
Body mass index (BMI) [Ratio],Miscarriage in second trimester,0.0001817355747387551
Body mass index (BMI) [Ratio],Fracture of rib,0.0001817355747387551
Body mass index (BMI) [Ratio],Secondary malignant neoplasm of colon,0.0001817355747387551
Body mass index (BMI) [Ratio],Contact dermatitis,0.0001817355747387551
Body mass index (BMI) [Ratio],Gout,0.0001817355747387551
Body mass index (BMI) [Ratio],Neoplasm of prostate,0.0001817355747387551
Body mass index (BMI) [Ratio],Carcinoma in situ of prostate (disorder),0.0001817355747387551
Body mass index (BMI) [Ratio],History of aortic valve replacement (situation),0.0001817355747387551
Body mass index (BMI) [Ratio],Infectious mediastinitis (disorder),0.0001817355747387551
Body mass index (BMI) [Ratio],Acute pulmonary embolism (disorder),0.0001817355747387551
Body mass index (BMI) [Ratio],Acute Cholecystitis,0.0001817355747387551
Body mass index (BMI) [Ratio],Cholelithiasis,0.0001817355747387551
Body mass index (BMI) [Ratio],Acquired immune deficiency syndrome (disorder),0.0001817355747387551
Body mass index (BMI) [Ratio],Opioid abuse (disorder),0.0001817355747387551
Body mass index (BMI) [Ratio],Injury of tendon of the rotator cuff of shoulder,0.0001817355747387551
Body mass index (BMI) [Ratio],Alcoholism,0.0001817355747387551
Body mass index (BMI) [Ratio],Atrial fibrillation (disorder),0.0001817355747387551
Body mass index (BMI) [Ratio],Congenital uterine anomaly,9.086778736937755e-05
Body mass index (BMI) [Ratio],Social migrant (finding),9.086778736937755e-05
Body mass index (BMI) [Ratio],Proliferative diabetic retinopathy due to type II diabetes mellitus (disorder),9.086778736937755e-05
Body mass index (BMI) [Ratio],Hemoptysis (finding),9.086778736937755e-05
Body mass index (BMI) [Ratio],Closed fracture of hip,9.086778736937755e-05
Body mass index (BMI) [Ratio],Nasal congestion (finding),9.086778736937755e-05
Body mass index (BMI) [Ratio],Primary malignant neoplasm of colon,9.086778736937755e-05
Body mass index (BMI) [Ratio],Multiple myeloma (disorder),9.086778736937755e-05
Body mass index (BMI) [Ratio],Fetus with chromosomal abnormality,9.086778736937755e-05
Body mass index (BMI) [Ratio],Overlapping malignant neoplasm of colon,9.086778736937755e-05
Body mass index (BMI) [Ratio],Pathological fracture due to osteoporosis (disorder),9.086778736937755e-05
Body mass index (BMI) [Ratio],Suspected prostate cancer (situation),9.086778736937755e-05
Body mass index (BMI) [Ratio],Major depression disorder,9.086778736937755e-05
Body mass index (BMI) [Ratio],Torus mandibularis (disorder),9.086778736937755e-05
Body mass index (BMI) [Ratio],Mitral valve regurgitation (disorder),9.086778736937755e-05
Body mass index (BMI) [Ratio],Malignant tumor of colon,9.086778736937755e-05
Body mass index (BMI) [Ratio],Myocardial infarction (disorder),9.086778736937755e-05
Body mass index (BMI) [Ratio],History of autologous bone marrow transplant (situation),9.086778736937755e-05
Body mass index (BMI) [Ratio],Tubal pregnancy,9.086778736937755e-05
Body mass index (BMI) [Ratio],Awaiting transplantation of bone marrow (situation),9.086778736937755e-05
Body mass index (BMI) [Ratio],Sepsis caused by virus (disorder),9.086778736937755e-05
Body mass index (BMI) [Ratio],Seasonal allergic rhinitis,9.086778736937755e-05
Body mass index (BMI) [Ratio],Septic shock (disorder),9.086778736937755e-05
Body mass index (BMI) [Ratio],Injury of kidney (disorder),9.086778736937755e-05
Body mass index (BMI) [Ratio],Nausea (finding),9.086778736937755e-05
Body mass index (BMI) [Ratio],Acute respiratory distress syndrome (disorder),9.086778736937755e-05
Body mass index (BMI) [Ratio],Rupture of appendix,9.086778736937755e-05
Body mass index (BMI) [Ratio],Third degree burn,9.086778736937755e-05
Body mass index (BMI) [Ratio],Injury of anterior cruciate ligament,9.086778736937755e-05
Body mass index (BMI) [Ratio],Vomiting symptom (finding),9.086778736937755e-05
Body mass index (BMI) [Ratio],Rupture of patellar tendon,9.086778736937755e-05
Body mass index (BMI) [Ratio],Pyelonephritis,9.086778736937755e-05
Body mass index (BMI) [Ratio],History of artificial joint (situation),9.086778736937755e-05
Body mass index (BMI) [Ratio],Rheumatoid arthritis,9.086778736937755e-05
Body mass index (BMI) [Ratio],Pneumonia,9.086778736937755e-05
Body mass index (BMI) [Ratio],Gunshot wound (disorder),9.086778736937755e-05
Body mass index (BMI) [Ratio],Bullet wound,9.086778736937755e-05
Body mass index (BMI) [Ratio],Acute ST segment elevation myocardial infarction (disorder),9.086778736937755e-05
Body mass index (BMI) [Ratio],Tongue tie (disorder),9.086778736937755e-05
Body mass index (BMI) [Ratio],Diarrhea symptom (finding),9.086778736937755e-05
Body mass index (BMI) [Ratio],Pulmonic valve stenosis (disorder),9.086778736937755e-05
Body mass index (BMI) [Ratio],Idiopathic atrophic hypothyroidism,9.086778736937755e-05
Body mass index (BMI) [Ratio],Traumatic injury of spinal cord and/or vertebral column (disorder),9.086778736937755e-05
Body mass index (BMI) [Ratio],Fracture of the vertebral column with spinal cord injury,9.086778736937755e-05
